117.861038 32.543392 298.9260 1268220 0.272303985915 0 -97.9144 49026 0 96404739
117.860519 32.543987 298.5072 1335840 0.306930137652 0 -97.7556 49027 0 96404739
117.860001 32.544594 298.0958 1377240 0.2568146875 0 -100.3800 49028 0 96404739
117.859474 32.545197 297.6585 1280640 0.219613292079 0.112971 -94.3860 49029 1 96404486
117.858955 32.545795 297.1119 829380 0.354204702128 0 -90.6188 49030 0 96404486
117.858437 32.546391 296.5671 1239240 0.250565451282 0 -90.3531 49031 0 96404486
117.857910 32.546989 296.0056 1102620 0.380665365517 0 -90.7313 49032 0 96404486
117.857391 32.547588 295.4368 1753980 0.153053011278 0 -89.3994 49033 0 96404486
117.856880 32.548180 294.7456 1544220 0.385521060345 0.538259 -90.1925 49035 0 96404486
117.856361 32.548775 294.1730 390540 0.313163785714 0.418014 -99.0275 49036 0 96404486
117.855865 32.549366 293.6745 632040 0.230222926923 0.227848 -102.6950 49037 0 96404486
117.855354 32.549965 293.0631 442980 0.33341532 0.777778 -104.2087 49038 0 96404486
117.854851 32.550564 292.5053 165600 0.40037916 0.929688 -100.7025 49039 0 96404486
117.854340 32.551155 291.8735 30360 0.440435133333 0.217978 -96.4106 49040 0 96404486
117.853859 32.551750 291.3602 367080 0.241035391304 0 -99.3231 49041 0 96404486
117.853371 32.552357 290.7264 222180 0.547335742857 0.277419 -98.9994 49042 0 96404486
117.852875 32.552959 290.1742 235980 0.501292948052 0 -100.2944 49043 0 96404486
117.852409 32.553562 289.5757 33120 0.159776555556 0.427562 -102.6625 49044 0 96404486
117.851936 32.554161 288.9642 182160 0.258603634146 0 -101.3269 49045 0 96404486
117.851463 32.554771 288.4510 328440 0.205327401961 0.039823 -101.9375 49046 0 96404486
117.851006 32.555374 287.8339 212520 0.347538895833 0.184397 -104.1078 49047 1 96404487
117.850548 32.555984 287.3151 191820 0.333274173913 0.157895 -98.4712 49048 0 96404487
117.850121 32.556595 286.6702 150420 0.643300533333 0 -95.7625 49049 0 96404487
117.849663 32.557205 286.1421 240120 0.451502545455 0 -92.7206 49050 0 96404487
117.849243 32.557816 285.6955 386400 0.336151125 0 -91.2881 49051 0 96404487
117.848793 32.558434 285.5177 438840 0.183940684932 0 -91.8287 49052 0 96404487
117.848373 32.559052 285.6659 409860 0.183978963415 0 -91.5819 49053 0 96404487
117.847946 32.559673 286.1291 466440 0.177899561644 0 -89.5944 49054 0 96404487
