118.199913 32.261715 344.6080 950820 0.149358137931 0 -79.9658 48517 0 256094218
118.199074 32.262177 344.6339 923220 0.17336652381 0 -83.8075 48518 0 256094218
118.198212 32.262642 344.8581 946680 0.143810069519 0 -88.5800 48519 0 256094218
118.197350 32.263107 344.5709 946680 0.208372110526 0 -90.4542 48520 0 256094218
118.196495 32.263569 344.6376 648600 0.212952130435 0 -82.6050 48521 0 256094218
118.195641 32.264034 344.6432 465060 0.297279336735 0 -86.6300 48522 0 256094218
118.194778 32.264500 344.6450 625140 0.304377664634 0 -88.1600 48523 0 256094218
118.193062 32.265427 344.8007 382260 0.388667383721 0 -84.2817 48524 0 256094218
118.192207 32.265892 344.7210 582360 0.255126875 0 -81.6775 48525 0 256094218
118.191360 32.266354 344.7192 731400 0.200823734463 0 -90.8475 48526 0 256094218
118.190491 32.266819 344.7470 204240 0.442409742857 0 -74.8733 48527 0 256094218
118.189651 32.267284 344.7544 484380 0.462037586777 0 -70.2192 48528 0 256094218
118.188789 32.267746 344.7692 249780 0.578570597701 0 -78.5292 48529 0 256094218
118.187073 32.268669 344.6599 193200 0.636730114286 0 -86.1300 48531 0 256094218
118.186211 32.269135 344.7062 165600 0.699872016667 0 -88.8908 48532 0 256094218
118.185356 32.269596 344.7525 114540 0.361033166667 0 -86.4158 48533 0 256094218
118.184502 32.270061 344.8044 324300 0.631116666667 0 -74.2958 48534 0 256094218
118.183640 32.270531 344.8489 186300 0.5824205 0 -78.6740 48535 0 256094218
118.182800 32.271004 344.8785 320160 0.0794575689655 0.128743 -90.9533 48536 0 256094218
118.181946 32.271481 344.8322 404340 0.186615103448 1 -95.8401 48537 1 256093706
118.181107 32.271961 344.6747 41400 0.535425714286 0 -85.0697 48538 0 256093706
118.180267 32.272457 344.6376 1380 -1.0 0 -80.5263 48539 0 256093706
118.179443 32.272953 344.4412 40020 0.232921862069 0 -94.1710 48540 0 256093706
118.178619 32.273457 344.8470 224940 0.15169339726 0 -91.7678 48541 0 256093706
118.177803 32.273964 344.2448 458160 0.224439247706 0 -70.7780 48542 0 256093706
118.176987 32.274479 344.1855 714840 0.104333260563 0 -73.7905 48543 0 256093706
118.176186 32.275009 344.0502 796260 0.100981343949 0 -82.1552 48544 0 256093706
