121.182930 31.309052 200.0091 100800 0.250158 0 -70.5494 43935 0 96884750
121.182365 31.309191 201.1487 64400 0.3435919 0 -72.9269 43936 0 96884750
121.181808 31.309338 202.2364 112000 0.168868344828 0 -77.1079 43937 0 96884750
121.181236 31.309490 203.2815 51800 0.236447818182 0 -78.4737 43938 0 96884750
121.180664 31.309635 204.2840 64400 0.275831785714 0 -84.1583 43939 1 96884750
121.180092 31.309782 205.3661 32200 0.2048839 0 -77.7294 43940 1 97214980
121.179520 31.309931 206.3130 51800 0.74636325 0 -76.1412 43941 0 97214980
121.178932 31.310083 207.3192 75600 0.334264 0 -76.0710 43942 0 97214980
121.178375 31.310234 208.3346 86800 0.178728578947 0 -73.0900 43943 0 97214980
121.177780 31.310383 209.3760 88200 0.269462578947 0 -75.5113 43944 0 97214980
121.177193 31.310539 210.3618 65800 0.320414615385 0 -77.8519 43945 0 97214980
121.176605 31.310694 211.3587 128800 0.167951710526 0 -82.0025 43946 0 97214980
121.176010 31.310844 212.3316 16800 0.3472684 0 -83.5233 43947 0 97214980
121.175423 31.310999 213.3359 22400 0.985498333333 0 -71.9241 43948 1 96595970
121.174812 31.311152 214.3143 53200 0.691560571429 0 -71.1696 43949 0 96595970
121.174217 31.311312 214.8183 119000 0.228495833333 0 -78.0856 43950 0 96595970
121.173622 31.311466 215.8412 65800 0.238459117647 0 -80.2577 43951 1 97203717
121.173012 31.311626 216.9678 71400 0.364593875 0 -79.8996 43952 0 97203717
121.172409 31.311785 217.8702 84000 0.22223364 0 -79.4906 43953 0 97203717
121.171791 31.311943 218.8115 28000 0.6758925 0 -78.8500 43954 0 97203717
121.171188 31.312103 219.6472 49000 0.436922333333 0 -81.0871 43955 0 97203717
121.170570 31.312258 220.4644 46200 0.289105357143 0 -83.6200 43956 0 97203717
121.169960 31.312418 221.3260 145600 0.0842296097561 0 -87.0069 43957 0 97203717
121.169334 31.312582 222.2081 109200 0.220902923077 0 -89.6375 43958 0 97203717
121.169334 31.312582 222.2081 109200 0.220902923077 0 -89.6375 43958 0 97203717
121.168709 31.312742 223.0178 88200 0.276351259259 0 -89.9607 43959 1 96596234
121.168091 31.312904 223.8517 144200 0.187818652174 0 -85.1387 43960 0 96596234
121.167465 31.313066 224.6614 56000 0.310260875 0 -84.4031 43961 0 96596234
121.166832 31.313229 225.4452 103600 0.208126736842 0 -82.5040 43962 0 96596234
121.166191 31.313391 226.3384 63000 0.3719245625 0 -83.1011 43963 0 96596234
121.165558 31.313555 227.1333 56000 0.378775142857 0.0306122 -88.9825 43964 0 96596234
121.164925 31.313721 227.9042 22400 0.631866666667 1 -80.2230 43966 0 96596234
121.164284 31.313887 228.7213 0 -1.0 1 -70.3379 43967 0 96596234
121.161720 31.314554 231.8752 0 -1.0 0 -83.8756 43971 0 96596234
121.161072 31.314722 232.6442 124600 0.0743847435897 0 -79.8336 43972 1 97211909
121.160423 31.314894 233.4502 198800 0.130818236842 0 -76.4019 43973 0 97211909
121.159760 31.315060 234.1543 148400 0.22128328125 0 -70.6081 43974 0 97211909
121.159111 31.315231 234.9678 210000 0.160912320755 0.516667 -74.7204 43975 0 97211909
